Days,50,60
11,0.002227251,0.000471285
12,0.007004467,0.005923982
13,0.013267638,0.011566057
14,0.019302653,0.01771775
15,0.026182854,0.025306063
16,0.035013729,0.033384155
17,0.043898642,0.04031163
18,0.048354083,0.046836028
19,0.059998878,0.056351175
20,0.067424051,0.065131305
21,0.077929918,0.071854188
22,0.087497798,0.083083674
23,0.096399311,0.093962598
24,0.102744309,0.10276758
25,0.10913204,0.11554583
26,0.114192108,0.120478304
27,0.117546195,0.123653357
28,0.120689783,0.12651714
29,0.127577709,0.135084325
30,0.132912787,0.14313286
31,0.137858313,0.151196579
32,0.145161364,0.158231618
33,0.151328228,0.167678065
34,0.15753136,0.17500819
35,0.162282902,0.18219173
36,0.16666818,0.189512531
37,0.170843296,0.196001003
38,0.174046701,0.203080579
39,0.175977576,0.211739137
40,0.178729627,0.219124627
41,0.181740786,0.225111467
42,0.183769089,0.22933064
43,0.188116003,0.237913278
44,0.193483416,0.246957739
45,0.19868628,0.253527448
46,0.203499626,0.259152153
47,0.209561285,0.2653969
48,0.217310623,0.270325154
49,0.222448605,0.275633602
50,0.225561071,0.280956068
51,0.229693835,0.286425797
52,0.232370774,0.291110593
53,0.233345546,0.29689919
54,0.240461119,0.30960349
55,0.249598306,0.320078132
56,0.254651925,0.329684538
57,0.256577475,0.335977031
58,0.260602558,0.340935968
59,0.263737036,0.345007423
60,0.266663954,0.34892373
61,0.273593756,0.356744745
62,0.281674211,0.364719049
63,0.289223209,0.373347371
64,0.296629576,0.379453258
65,0.30388243,0.382732571
66,0.308136427,0.387758558
67,0.313099468,0.395526155
68,0.321258779,0.403727262
69,0.329175977,0.411451284
70,0.334033761,0.420123829
71,0.338802781,0.426650425
72,0.343119541,0.431450157
73,0.3469315,0.435761962
74,0.350049612,0.439595049
